gene	Sample_1-1	Sample_1-2	Sample_1-3	Sample_1-4	Sample_2-1	Sample_2-2	Sample_2-3	Sample_2-4
Gene_4322	6	16	12	26	9	11	10	6
Gene_4323	11	5	5	7	8	6	14	5
Gene_4324	1749	1957	1856	2774	2011	2236	1384	1813
Gene_4325	2	3	2	6	0	0	6	3
Gene_4326	0	1	0	2	0	1	1	0
Gene_4327	32	40	42	38	37	32	22	56
Gene_4328	35	61	62	43	44	49	53	45
Gene_4329	134	141	162	117	335	394	417	442
Gene_4330	1	1	0	1	0	0	0	0
Gene_4331	11	4	12	13	7	6	10	8
Gene_4332	62	42	44	64	46	41	51	43
Gene_4333	158	266	241	198	262	244	233	340
Gene_4334	5	3	4	5	0	2	2	0
Gene_4335	47	36	41	45	38	30	37	56
Gene_4336	14	13	18	7	14	15	5	7
Gene_4337	1009	592	701	945	756	830	1141	948
Gene_4338	107	127	106	108	154	99	124	95
Gene_4339	33	22	18	26	34	25	30	35
Gene_4340	20	34	11	16	22	20	26	10
Gene_4341	4	1	5	1	2	1	1	3
Gene_4342	15	14	12	24	10	27	12	16
Gene_4343	123	106	109	147	113	173	111	97
Gene_4344	9	10	4	6	1	3	3	2
Gene_4345	68	52	50	41	87	68	55	69
Gene_4346	17	12	11	8	11	12	23	24
Gene_4347	34	22	33	36	176	62	87	85
Gene_4348	294	298	223	189	311	312	192	202
Gene_4349	347	418	199	471	287	409	358	446
Gene_4350	20	11	13	12	7	9	3	2
Gene_4351	12	12	26	22	33	16	20	15
Gene_4352	328	437	288	379	489	289	380	532
Gene_4353	434	423	476	472	368	385	418	362
Gene_4354	56	59	46	49	19	21	9	12
Gene_4355	171	152	142	185	143	186	124	258
Gene_4356	3	11	12	9	0	2	2	3
Gene_4357	151	127	242	179	199	227	221	185
Gene_4358	19	32	35	16	50	44	38	45
Gene_4359	6269	6843	6197	10380	7933	6795	9868	10176
Gene_4360	305	376	159	261	205	253	212	254
Gene_4361	15906	12130	12432	16645	11137	13585	7442	8778
Gene_4362	1279	1276	1055	1165	925	623	1535	1484
Gene_4363	1215	1049	848	1048	1212	749	1147	1794
Gene_4364	578	709	649	776	1016	881	561	1020
Gene_4365	148	161	84	166	96	148	156	161
Gene_4366	273	239	374	207	285	196	222	232
Gene_4367	222	402	251	313	193	229	273	224
Gene_4368	7	18	26	13	12	15	11	12
Gene_4369	8	6	7	1	24	17	24	27
Gene_4370	84	117	92	76	72	66	78	52
Gene_4371	66	59	88	105	95	77	76	85
Gene_4372	1	0	3	1	3	0	2	2
Gene_4373	0	4	1	0	1	0	0	0
Gene_4374	16	21	30	18	23	26	23	29
Gene_4375	546	315	420	426	498	597	191	491
Gene_4376	65	100	100	86	81	149	63	96
Gene_4377	9	10	10	3	10	4	7	9
Gene_4378	1441	1357	1432	1588	2019	1548	1253	1728
Gene_4379	0	1	1	1	1	1	3	3
Gene_4380	185	192	209	187	291	144	244	141
Gene_4381	2767	2513	3080	3572	4442	3205	3100	4411
Gene_4382	3528	5264	3330	5567	3648	2680	3919	3685
Gene_4383	6990	5359	9771	7934	6614	11009	7998	10482
Gene_4384	766	409	575	879	601	649	501	691
Gene_4385	2	2	5	8	0	5	2	3
Gene_4386	109	86	92	105	74	79	145	71
Gene_4387	0	0	0	0	1	0	0	0
Gene_4388	63	99	139	234	90	140	116	98
Gene_4389	0	1	1	0	7	2	2	4
Gene_4390	2188	1793	1744	2637	1040	515	1092	1110
Gene_4391	558	567	471	553	360	460	460	479
Gene_4392	3716	2242	2571	2506	11918	12519	19513	10506
Gene_4393	4	6	4	2	18	9	17	24
Gene_4394	66	58	51	35	312	324	272	296
Gene_4395	347	198	327	442	417	285	241	302
Gene_4396	3	7	2	3	23	13	21	17
Gene_4397	2168	1867	1570	2124	1765	2038	1536	2502
Gene_4398	4	9	4	4	6	9	6	9
Gene_4399	16483	17827	14121	12018	16063	12094	13839	15961
Gene_4400	158	191	229	177	44	44	64	46
Gene_4401	104	169	121	108	137	94	104	180
Gene_4402	40	39	39	41	37	42	21	38
Gene_4403	6	8	1	6	8	7	6	7
Gene_4404	2	3	2	3	2	5	3	4
Gene_4405	10	3	7	11	11	11	11	10
Gene_4406	22	18	22	39	16	27	17	22
Gene_4407	3774	1989	3569	3625	2394	2836	2501	3591
Gene_4408	10	2	4	7	7	7	13	6
Gene_4409	2	2	2	4	1	0	3	0
Gene_4410	103	102	82	79	81	137	98	103
Gene_4411	10	11	7	6	22	45	29	50
Gene_4412	1317	1867	1706	1107	1474	1955	2133	1096
Gene_4413	4	6	1	3	3	6	2	5
Gene_4414	3	1	5	3	0	1	2	0
Gene_4415	24	23	29	29	34	28	36	24
Gene_4416	3551	2840	4334	4726	6747	5529	7850	5592
Gene_4417	24	19	20	22	7	14	9	3
Gene_4418	34	47	35	34	34	47	31	47
Gene_4419	28	49	50	31	39	39	38	37
Gene_4420	47	44	48	53	63	65	62	66
Gene_4421	1251	1465	963	1340	913	1104	1619	1319
Gene_4422	3	3	2	3	12	7	8	16
Gene_4423	4263	4973	3287	3929	3458	3136	5870	4091
Gene_4424	0	0	0	0	0	0	0	0
Gene_4425	18	11	9	9	20	11	9	8
Gene_4426	2671	2827	2634	2835	1861	2554	2278	2524
Gene_4427	1667	925	1209	1015	1030	858	1280	1155
Gene_4428	2835	3685	1989	2874	14945	11132	11625	9668
Gene_4429	82	94	68	141	79	127	98	104
Gene_4430	221	147	207	150	203	197	171	158
Gene_4431	418	378	465	382	1534	1637	2015	1405
Gene_4432	90	72	52	53	58	62	35	96
Gene_4433	1761	2200	2546	2205	2491	2284	2674	2668
Gene_4434	17437	23301	23297	13157	22479	18511	20769	18757
Gene_4435	862	667	1082	607	552	1153	667	771
Gene_4436	26	23	24	26	24	27	22	24
Gene_4437	12230	10711	10336	11460	20350	13884	16856	13535
Gene_4438	6832	7363	7064	5511	6630	6196	5896	7947
Gene_4439	3062	4396	2889	2770	3482	2566	3153	3056
Gene_4440	5	10	11	10	50	31	42	53
Gene_4441	594	587	379	438	693	414	387	542
Gene_4442	8790	11452	9006	9664	10104	15869	10169	8684
Gene_4443	39	43	49	67	190	259	198	172
Gene_4444	29	25	36	31	55	35	41	52
Gene_4445	0	0	0	0	2	0	0	2
Gene_4446	60	65	79	48	88	92	60	61
Gene_4447	36	24	29	38	28	35	39	15
Gene_4448	1	4	2	2	11	10	8	15
Gene_4449	187	153	137	219	217	199	109	270
Gene_4450	39	28	32	36	39	34	16	36
Gene_4451	5	4	1	2	2	2	2	1
Gene_4452	7	10	10	2	9	13	16	13
Gene_4453	332	252	322	353	360	311	266	260
Gene_4454	75	55	47	41	142	229	176	208
Gene_4455	41	46	28	29	27	31	15	46
Gene_4456	7601	4756	9523	6671	9273	8365	6403	8391
Gene_4457	46	71	60	59	14	18	32	16
Gene_4458	1736	1253	1684	1625	2240	1701	1868	1429
Gene_4459	12	10	16	12	9	20	7	23
Gene_4460	1453	1704	1452	1101	5066	6026	6497	3808
Gene_4461	6	8	2	3	2	3	1	3
Gene_4462	1666	1408	2371	1932	1967	1480	1470	1908
Gene_4463	2512	2173	1983	1473	1758	1424	1776	2234
Gene_4464	1931	2425	1245	1943	2026	1727	1314	1058
Gene_4465	6310	4622	5821	7041	6316	4964	5199	8172
Gene_4466	3017	2220	1251	1824	1642	1664	1578	3297
Gene_4467	33	41	47	37	45	44	23	31
Gene_4468	20	22	19	19	5	5	6	4
Gene_4469	2002	2124	2265	1133	1786	1405	1441	1820
Gene_4470	4287	3744	2836	4647	3822	3140	2696	2369
Gene_4471	5	9	8	3	13	3	5	3
Gene_4472	6	5	14	10	3	5	4	10
Gene_4473	0	0	0	0	0	1	0	2
Gene_4474	16	21	12	22	24	31	33	26
Gene_4475	5	2	7	4	2	0	3	4
Gene_4476	415	376	545	515	475	251	431	351
Gene_4477	37	38	48	33	40	54	42	37
Gene_4478	4081	4686	4431	3704	3896	4450	3209	6948
Gene_4479	3466	2884	2000	2106	744	976	1205	634
Gene_4480	36	48	49	30	47	50	24	26
Gene_4481	595	897	809	586	584	516	825	631
Gene_4482	0	0	0	0	0	0	1	0
Gene_4483	7	4	1	3	3	5	7	2
Gene_4484	191	140	112	84	48	44	38	39
Gene_4485	1582	1205	1945	1539	1472	2112	2119	1750
Gene_4486	2073	4367	3434	3478	3203	3214	6034	2788
Gene_4487	0	3	0	1	0	1	1	2
Gene_4488	12	26	18	28	16	29	26	10
Gene_4489	388	485	618	418	114	134	139	144
Gene_4490	9	4	3	2	3	4	2	3
Gene_4491	5	3	6	8	12	11	14	12
Gene_4492	38	50	82	101	81	86	48	54
Gene_4493	25	19	23	15	14	14	16	13
Gene_4494	4	2	2	4	0	0	3	2
Gene_4495	7	7	4	2	11	5	4	8
Gene_4496	4195	2453	2559	3310	2296	3019	3237	2783
Gene_4497	1	5	5	4	4	6	7	4
Gene_4498	364	257	408	441	404	373	257	541
Gene_4499	12	2	4	3	6	2	12	4
Gene_4500	3	2	4	3	4	1	0	1
Gene_4501	58	105	39	68	77	49	102	99
Gene_4502	308	505	684	373	307	493	527	403
Gene_4503	1372	2351	1919	2024	2208	2072	2486	2680
Gene_4504	7	5	16	8	8	7	13	10
Gene_4505	94	140	117	99	93	152	114	93
Gene_4506	754	784	584	631	449	521	508	576
Gene_4507	39	13	40	25	22	34	18	26
Gene_4508	4	2	1	3	2	2	2	0
Gene_4509	2	5	3	8	4	5	10	1
Gene_4510	126	114	130	150	248	102	192	120
Gene_4511	1	8	11	6	3	2	1	1
Gene_4512	94	122	125	98	82	96	106	107
Gene_4513	6	5	10	11	11	14	8	10
Gene_4514	10207	6913	12889	7459	22880	30731	42147	42805
Gene_4515	293	224	349	321	351	280	199	307
Gene_4516	2	1	0	0	2	0	1	0
Gene_4517	0	0	0	1	2	1	1	0
Gene_4518	36810	45881	42962	85870	17746	17359	17707	20791
Gene_4519	116	87	94	104	76	94	108	123
Gene_4520	206	223	188	143	53	97	65	75
Gene_4521	1244	1167	1074	1314	1281	1435	997	1886
Gene_4522	2	1	1	3	7	5	9	4
Gene_4523	1285	965	1242	890	923	1626	1490	1093
Gene_4524	333	370	414	318	522	368	325	337
Gene_4525	10	16	5	17	17	11	25	15
Gene_4526	1254	1461	697	1632	1080	1116	979	1035
Gene_4527	1867	1647	1382	1469	1476	1707	1708	1957
Gene_4528	46391	49536	43071	41583	34435	54120	26821	45807
Gene_4529	1445	1524	2075	1670	6840	5337	5545	7606
Gene_4530	14	20	21	11	16	14	24	25
Gene_4531	65	68	97	168	113	108	48	68
Gene_4532	1012	816	1309	716	801	1267	1558	713
Gene_4533	79	56	72	57	42	68	58	107
Gene_4534	30	17	31	19	36	26	29	29
Gene_4535	28	22	26	27	79	93	67	91
Gene_4536	714	910	639	1094	993	809	850	508
Gene_4537	4853	4143	3598	5907	3165	3564	2886	4913
Gene_4538	23	32	42	28	56	39	39	31
Gene_4539	20	24	29	9	17	23	17	25
Gene_4540	7	8	9	5	5	10	4	5
Gene_4541	583	517	789	639	433	520	464	546
Gene_4542	210	199	258	355	57	83	62	75
Gene_4543	435	443	409	337	160	249	167	251
Gene_4544	14	21	14	11	31	19	17	14
Gene_4545	268	207	119	193	126	125	157	140
Gene_4546	5	5	9	5	3	7	4	3
Gene_4547	5	11	12	4	14	7	3	11
Gene_4548	1087	1216	1675	1818	2268	969	2077	1091
Gene_4549	5	8	3	5	4	10	9	4
Gene_4550	4	3	4	3	2	1	3	4
Gene_4551	116384	112455	87283	91292	102394	173472	144390	99425
Gene_4552	543	388	439	252	379	607	366	362
Gene_4553	5	6	11	4	5	7	7	3
Gene_4554	414	502	345	385	332	434	469	475
Gene_4555	47	69	56	52	28	45	30	31
Gene_4556	0	0	1	0	0	0	0	0
Gene_4557	62	61	79	70	48	48	71	65
Gene_4558	173	106	93	109	64	114	69	115
Gene_4559	994	982	1223	1002	866	1442	1446	1107
Gene_4560	273	174	259	168	157	227	203	180
Gene_4561	179	267	227	306	222	312	324	261
Gene_4562	18	29	14	57	27	32	20	28
Gene_4563	9	3	5	4	2	3	4	2
Gene_4564	21	24	21	35	37	21	34	53
Gene_4565	75	61	43	31	62	61	49	44
Gene_4566	5	4	1	0	8	5	6	12
Gene_4567	163	244	174	146	217	153	133	254
Gene_4568	1344	1366	1195	1614	1421	941	1498	1033
Gene_4569	867	1560	957	1605	974	867	1131	1835
Gene_4570	867	696	674	513	818	716	618	425
Gene_4571	0	0	1	0	0	0	1	0
Gene_4572	4006	3144	5350	3812	4695	3490	4130	3360
Gene_4573	38175	52638	61297	66013	46420	45548	39505	63090
Gene_4574	5	3	0	2	1	2	3	1
Gene_4575	1	0	0	0	0	1	0	0
Gene_4576	133	86	67	108	167	119	150	128
Gene_4577	2	0	2	5	1	1	3	2
Gene_4578	95	84	139	90	64	88	63	95
Gene_4579	24	62	29	45	27	55	40	32
Gene_4580	328	242	285	342	534	363	539	424
Gene_4581	2059	1364	1944	1273	7125	5549	7296	6627
Gene_4582	34	70	38	39	57	45	64	41
Gene_4583	69	71	53	65	56	71	72	54
Gene_4584	5	5	3	2	4	6	3	4
Gene_4585	3419	4458	4582	4731	3280	4891	4393	3887
Gene_4586	183	267	185	177	162	260	179	235
Gene_4587	783	1608	1498	1220	1041	1129	1136	1270
Gene_4588	1111	1423	738	1381	949	1076	929	802
Gene_4589	1402	1081	2139	1865	2078	1154	1309	2088
Gene_4590	1813	2910	1448	1848	1958	1709	1540	2233
Gene_4591	32	33	36	25	37	39	24	55
Gene_4592	38	39	53	53	71	57	57	60
Gene_4593	218	84	159	184	162	153	161	150
Gene_4594	63	115	90	93	107	91	90	98
Gene_4595	9	16	9	9	7	7	15	8
Gene_4596	44	23	26	51	42	27	51	24
Gene_4597	317	208	190	231	237	262	167	203
Gene_4598	14	13	20	24	25	13	29	30
Gene_4599	249	301	338	365	308	387	409	444
Gene_4600	339	238	337	272	369	350	382	412
Gene_4601	6	8	4	3	6	12	7	3
Gene_4602	148	114	96	136	87	63	149	170
Gene_4603	2526	2689	2846	2719	2849	1548	2342	2770
Gene_4604	791	611	383	627	530	579	546	620
Gene_4605	43	41	60	29	51	29	61	28
Gene_4606	530446	503704	647830	537286	446924	455154	678123	640245
Gene_4607	1	1	0	0	0	0	0	2
Gene_4608	198	196	206	215	262	107	310	194
Gene_4609	70	52	65	39	64	59	75	36
Gene_4610	104	62	73	66	86	88	89	104
Gene_4611	8	20	26	19	36	27	16	16
Gene_4612	1	0	0	1	0	0	1	0
Gene_4613	414	570	666	476	764	619	790	582
Gene_4614	4470	2805	3006	1826	2833	2374	1256	2293
Gene_4615	0	2	0	1	2	0	4	0
Gene_4616	3	5	2	6	7	2	5	5
Gene_4617	5545	6960	5860	6168	6245	6777	7687	5154
Gene_4618	4	4	8	4	5	5	3	4
Gene_4619	678	819	977	1022	765	1008	730	1064
Gene_4620	0	1	1	0	0	1	1	2
Gene_4621	1233	912	1260	2490	1292	1474	1738	1425
Gene_4622	262	299	178	147	362	268	325	197
Gene_4623	159	214	257	194	217	239	324	201
Gene_4624	1717	1347	895	1874	994	1222	1227	933
Gene_4625	0	0	2	0	3	2	1	3
Gene_4626	172	181	148	133	196	263	172	144
Gene_4627	3053	3793	3055	4233	1163	1223	1437	1177
Gene_4628	9	18	12	16	14	16	7	12
Gene_4629	35	50	54	79	34	24	22	39
Gene_4630	164	149	178	196	141	167	132	231
Gene_4631	11195	7882	8108	7486	11651	6791	11837	12133
Gene_4632	18226	24397	30661	42786	27259	18260	23846	25087
Gene_4633	2299	3244	2255	1849	3116	3554	4690	4137
Gene_4634	516	504	443	419	295	415	453	342
Gene_4635	10	20	11	18	4	14	5	9
Gene_4636	23	19	18	25	15	14	30	17
Gene_4637	6	8	10	11	5	3	5	4
Gene_4638	1	0	0	1	2	0	0	0
Gene_4639	2277206	5783501	3741992	4120587	3959814	4798830	4135791	5324553
Gene_4640	0	0	1	1	1	0	1	0
Gene_4641	32	67	95	67	45	69	73	90
Gene_4642	642	579	607	380	360	314	446	474
Gene_4643	12	3	8	6	6	5	7	6
Gene_4644	14	13	14	10	4	3	5	3
Gene_4645	55	43	74	46	369	214	262	192
Gene_4646	16	11	7	17	9	15	8	12
Gene_4647	47	34	48	45	39	51	52	44
Gene_4648	6410	5162	6349	5441	5778	7039	3805	3735
Gene_4649	63	62	75	73	87	103	110	77
Gene_4650	98	109	96	88	361	372	299	264
Gene_4651	99	76	102	99	64	73	98	97
Gene_4652	292	231	427	296	354	301	328	309
Gene_4653	3027	2871	5090	4297	2996	3442	6274	4790
Gene_4654	238	283	366	361	326	385	296	211
Gene_4655	323	206	280	253	255	236	320	263
Gene_4656	15	17	18	14	33	30	15	14
Gene_4657	372	242	238	260	229	277	407	212
Gene_4658	6122	6192	5913	5284	19618	25214	24483	26962
Gene_4659	160	191	99	95	107	92	106	78
Gene_4660	14	4	9	15	11	14	16	13
Gene_4661	20	22	17	22	15	27	16	21
Gene_4662	90	97	71	72	69	67	87	92
Gene_4663	1207	671	1070	884	777	919	342	1293
Gene_4664	5	12	7	4	9	7	10	3
Gene_4665	59	71	52	53	258	371	252	243
Gene_4666	202	202	219	252	169	177	178	249
Gene_4667	1215	2028	1193	1664	1978	940	2011	1613
Gene_4668	1613	1187	1181	955	1354	1365	699	893
Gene_4669	1	1	1	3	3	4	3	3
Gene_4670	4	10	15	9	6	8	4	12
Gene_4671	96	81	65	100	235	281	332	248
Gene_4672	6	9	9	5	4	2	2	2
Gene_4673	356	392	254	486	329	437	214	267
Gene_4674	2	2	1	4	0	2	1	0
Gene_4675	68	43	59	53	50	59	68	35
Gene_4676	87	53	36	99	62	106	48	79
Gene_4677	4	0	1	1	2	1	0	2
Gene_4678	0	0	1	3	0	1	0	1
Gene_4679	1604	865	853	966	936	1049	1137	877
Gene_4680	1	1	0	1	1	0	0	0
Gene_4681	340	223	252	356	175	395	232	293
Gene_4682	467	480	438	476	566	467	289	314
Gene_4683	41777	24146	40088	44893	24970	34511	37109	48634
Gene_4684	120	78	104	103	141	92	136	138
Gene_4685	7	10	6	6	12	3	8	11
Gene_4686	41	43	33	48	51	33	47	52
Gene_4687	259	154	277	323	234	270	256	199
Gene_4688	717	707	641	641	698	1080	907	712
Gene_4689	17	16	27	19	34	24	20	16
Gene_4690	183	209	112	188	154	193	192	244
Gene_4691	122	117	166	108	75	180	186	148
Gene_4692	626	666	915	907	515	899	955	953
Gene_4693	4	5	13	1	5	8	12	6
Gene_4694	2553	4259	3180	4026	2818	3413	2615	2481
Gene_4695	1857	1199	1263	1510	1608	2431	1410	872
Gene_4696	119	79	104	68	27	40	36	25
Gene_4697	0	0	0	1	1	1	0	2
Gene_4698	358	255	256	247	212	200	197	219
Gene_4699	10	12	7	18	21	18	20	15
Gene_4700	55	33	76	52	52	28	37	58
Gene_4701	1613	1510	1565	1210	1772	1405	2517	1341
Gene_4702	306	424	351	241	231	372	305	327
Gene_4703	6134	5589	3899	4835	2174	1559	1999	2531
Gene_4704	15	7	30	21	20	16	29	15
Gene_4705	206	190	142	128	164	119	139	179
Gene_4706	40	37	21	29	30	59	25	57
Gene_4707	18	28	13	15	25	6	28	7
Gene_4708	166	187	124	152	165	130	204	216
Gene_4709	1	0	0	0	0	1	0	1
Gene_4710	3	8	2	11	2	3	2	3
Gene_4711	19921	15882	16717	16640	16010	22265	16683	15436
Gene_4712	7	15	9	16	21	18	13	11
Gene_4713	212	209	129	220	81	214	169	197
Gene_4714	8	1	5	6	8	7	3	5
Gene_4715	7445	5358	3759	4218	6402	4269	5222	3810
Gene_4716	6199	7285	9263	9742	4695	7028	9153	7398
Gene_4717	3547	3782	2974	5269	3981	4102	6165	4100
Gene_4718	0	0	0	0	0	0	0	0
Gene_4719	1196	990	1168	1288	1068	1854	1061	2260
Gene_4720	4553	6025	4647	5872	7253	4054	3827	4614
Gene_4721	1019	1210	1778	1579	1189	1365	1321	1249
Gene_4722	214	259	150	169	203	187	152	199
Gene_4723	10	23	19	10	23	15	14	15
Gene_4724	370	334	321	191	336	380	411	351
Gene_4725	110	106	81	121	33	36	22	30
Gene_4726	1	0	1	1	0	0	1	0
Gene_4727	9	13	13	24	44	56	64	55
Gene_4728	5178	3928	2744	5320	3080	4432	3739	4672
Gene_4729	128	166	150	193	117	148	236	57
Gene_4730	407	247	270	237	285	175	173	273
Gene_4731	15	15	14	8	6	7	12	6
Gene_4732	235	213	285	250	206	213	298	254
Gene_4733	642	618	633	987	480	871	887	853
Gene_4734	9	1	2	5	4	2	1	5
Gene_4735	1705	1730	2074	4174	2051	1856	2434	2735
Gene_4736	34	37	26	27	38	50	43	38
Gene_4737	29	40	37	31	44	58	34	39
Gene_4738	36	27	20	27	18	18	20	17
Gene_4739	3	2	1	1	2	2	2	3
Gene_4740	57555	56630	47100	66530	90445	97145	53572	73096
Gene_4741	22	18	20	20	18	18	20	36
Gene_4742	3129	3679	3887	3549	3836	3351	3295	4909
Gene_4743	25	31	17	44	36	23	35	13
Gene_4744	16	5	22	19	11	4	12	16
Gene_4745	336	246	543	455	368	622	390	361
Gene_4746	92	83	124	86	115	76	76	107
Gene_4747	28	31	29	31	33	44	26	24
Gene_4748	1147	1202	1889	1651	932	1102	1390	1147
Gene_4749	25	62	45	40	26	45	61	52
Gene_4750	16	13	13	21	8	5	11	6
Gene_4751	366	734	588	673	726	422	741	565
Gene_4752	556	709	884	523	614	475	396	434
Gene_4753	11937	10363	7860	8671	3774	9569	10467	7879
Gene_4754	18	22	22	25	44	27	16	35
Gene_4755	1091	885	1234	857	328	535	411	574
Gene_4756	8380	9918	7946	8712	46996	34886	31279	28149
Gene_4757	578	423	652	427	399	378	605	503
Gene_4758	407	584	430	359	441	480	456	550
Gene_4759	6	9	7	14	10	8	5	14
Gene_4760	2208	1543	1232	1685	1700	1212	1620	1454
Gene_4761	2199	4311	3419	2856	3499	2644	2995	3170
Gene_4762	0	0	0	0	0	0	0	0
Gene_4763	49	37	41	21	25	36	38	31
Gene_4764	10	3	5	7	6	7	3	9
Gene_4765	103	114	106	144	547	476	381	490
Gene_4766	590	621	591	457	468	367	535	468
Gene_4767	127381	129004	136064	115118	33685	57240	45299	42367
Gene_4768	64	112	108	86	157	108	106	95
Gene_4769	685	505	679	814	894	709	670	612
Gene_4770	1	0	0	1	0	0	1	0
Gene_4771	0	0	1	0	0	0	1	0
Gene_4772	2	3	1	1	1	2	2	2
Gene_4773	0	1	0	0	0	1	0	0
Gene_4774	313	369	420	266	498	261	222	354
Gene_4775	1148	1124	1155	1721	1255	1087	1139	783
Gene_4776	1	2	2	0	2	1	0	2
Gene_4777	0	1	0	4	1	0	0	0
Gene_4778	731	659	996	941	680	1055	646	1346
Gene_4779	247	286	272	379	445	260	297	199
Gene_4780	19172	15970	13711	18922	50046	69452	66128	112914
Gene_4781	6043	4283	5452	2553	7431	4097	4334	5551
Gene_4782	627	474	489	516	771	719	440	929
Gene_4783	5795	4446	7003	6805	6732	3821	5316	5909
Gene_4784	524	540	699	599	756	660	751	804
Gene_4785	572	234	302	291	170	137	204	179
Gene_4786	213	288	289	147	152	290	164	265
Gene_4787	4	2	3	2	2	1	1	4
Gene_4788	10	7	13	12	9	12	6	13
Gene_4789	6	5	6	10	7	14	8	16
Gene_4790	17	40	51	25	19	13	50	28
Gene_4791	448	417	380	528	575	486	576	572
Gene_4792	17	17	19	26	18	18	22	12
Gene_4793	5365	7234	9015	5483	24583	29620	30797	19833
Gene_4794	19	22	22	27	34	20	15	31
Gene_4795	126	64	102	125	76	121	74	111
Gene_4796	514	558	560	505	556	665	555	409
Gene_4797	1279	1099	1013	954	3228	2998	4217	3795
Gene_4798	810	864	702	926	945	456	756	958
Gene_4799	320	171	249	256	192	285	267	196
Gene_4800	5	3	1	2	3	3	2	3
Gene_4801	43	39	25	34	40	35	42	50
Gene_4802	29	10	14	25	24	11	21	8
Gene_4803	54	75	117	41	31	23	34	40
Gene_4804	161	140	170	155	194	210	147	205
Gene_4805	28263	26352	28328	20320	29100	31566	18620	31809
Gene_4806	36	32	34	24	34	20	44	36
Gene_4807	91	110	107	47	81	64	65	82
Gene_4808	155	153	214	220	195	208	261	241
Gene_4809	238	117	178	116	123	194	144	181
Gene_4810	173	139	181	206	166	248	176	157
Gene_4811	7	16	10	8	32	10	44	51
Gene_4812	10	11	3	10	2	5	16	7
Gene_4813	39	69	57	53	51	93	68	63
Gene_4814	2	7	4	5	4	1	3	1
Gene_4815	303	237	277	305	659	652	550	666
Gene_4816	24	18	16	21	27	31	31	29
Gene_4817	303	221	304	232	234	352	370	271
Gene_4818	21	22	35	31	27	52	15	24
Gene_4819	136	90	65	88	82	112	110	119
Gene_4820	0	0	0	1	1	0	0	0
Gene_4821	132	144	116	149	74	137	71	112
Gene_4822	404	616	629	542	200	210	105	194
Gene_4823	655	507	568	414	386	628	411	583
Gene_4824	45	60	45	36	68	83	63	89
Gene_4825	24444	20065	24809	16202	27432	31643	35502	23017
Gene_4826	0	0	0	0	0	0	0	0
Gene_4827	51	83	45	104	61	35	96	48
Gene_4828	50	39	38	43	34	37	40	32
Gene_4829	15	14	15	3	16	19	7	9
Gene_4830	41	52	31	30	40	27	35	20
Gene_4831	617	482	599	492	432	449	648	538
Gene_4832	5	4	6	5	8	9	8	4
Gene_4833	2	1	0	2	1	3	3	0
Gene_4834	30	46	35	39	48	27	14	44
Gene_4835	2031	2508	1229	3059	10158	6372	8878	8846
Gene_4836	1	1	1	0	0	0	2	0
Gene_4837	5	2	2	4	2	3	0	1
Gene_4838	59347	74915	44909	38353	39370	46470	58924	55473
Gene_4839	89	63	61	53	44	50	92	53
Gene_4840	179	381	290	306	405	356	202	315
Gene_4841	285	191	220	221	116	166	167	102
Gene_4842	48	39	53	43	39	61	78	57
Gene_4843	56	62	41	32	63	47	37	56
Gene_4844	25	15	38	35	31	55	29	39
Gene_4845	7	10	10	2	4	20	10	13
Gene_4846	667	631	375	518	401	410	417	519
Gene_4847	2	0	0	0	0	0	1	2
Gene_4848	1029	1346	1408	1414	1219	1325	1807	1217
Gene_4849	54	31	37	54	42	55	39	50
Gene_4850	17	8	5	12	9	10	6	10
Gene_4851	1025	1128	854	1315	947	992	1065	1455
Gene_4852	0	0	0	0	0	0	0	0
Gene_4853	35871	30601	39044	23310	31549	44161	36900	39493
Gene_4854	6	8	10	9	8	16	10	3
Gene_4855	32	38	39	37	28	59	45	34
Gene_4856	14	11	21	26	9	20	12	22
Gene_4857	171	134	166	162	139	183	132	156
Gene_4858	213	342	398	381	347	569	533	374
Gene_4859	2	2	0	4	0	1	1	0
Gene_4860	2940	4049	3017	3060	5787	5216	5846	6265
Gene_4861	6	20	7	6	9	9	6	9
Gene_4862	4	4	5	4	6	5	5	6
Gene_4863	17	37	45	36	43	35	34	49
Gene_4864	22	22	26	17	131	79	118	113
Gene_4865	0	1	0	2	0	0	0	0
Gene_4866	677	370	546	567	450	575	553	349
Gene_4867	0	1	0	1	0	0	3	1
Gene_4868	58	37	43	41	49	42	43	47
Gene_4869	213	261	170	186	431	187	225	269
Gene_4870	135	169	268	136	207	136	224	123
Gene_4871	1	3	3	4	2	0	3	4
Gene_4872	259	423	298	289	1814	1255	1611	1253
Gene_4873	262	441	332	349	265	462	280	245
Gene_4874	692	705	817	677	3769	1462	3978	2465
Gene_4875	57	38	43	29	37	34	52	45
Gene_4876	14	16	28	22	58	63	55	74
Gene_4877	1	1	0	0	0	0	0	0
Gene_4878	824	1542	1116	1546	1080	1289	1078	961
Gene_4879	136	77	176	127	172	150	147	185
Gene_4880	1	0	0	1	0	0	0	0
Gene_4881	3333	3931	3697	4816	4163	6508	4795	3596
Gene_4882	227	314	333	444	283	351	344	221
Gene_4883	168	251	183	175	185	335	184	199
Gene_4884	4128	4271	2357	3061	3575	4521	2220	2433
Gene_4885	18	18	17	35	15	23	21	29
